TITULO DEL PROYECTO,INSTITUCION,RESPONSABLE,NIVEL,DEMANDA
Influencia de la vacunación con Mycobacterium bovis BCG sobre la respuesta de anticuerpos y citocinas en lactantes,"Instituto Politécnico Nacional, I.P.N.",Sergio Antonio Estrada Parra,3,Enfermedades Infecciosas y Parasitarias
APLICACIONES NANOTECNOLÓGICAS PARA LA OPTIMIZACIÓN DEL TRATAMIENTO DE LA TUBERCULOSIS,Universidad Autónoma De Nuevo León,Sergio Arturo Galindo Rodríguez,1,Enfermedades Infecciosas y Parasitarias
DESARROLLO DE UN MODELO DE ATENCIÓN A LA SALUD MENTAL DE MIGRANTES INDÍGENAS DE LA ZONA METROPOLITANA DE GUADALAJARA.,Universidad De Guadalajara,SERGIO JAVIER VILLASEÑOR BAYARDO,1,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
SITUACION DE LOS GRUPOS DE AUTOAYUDA PARA DIABÉTICOS EN LOS SERVICIOS PUBLICOS DE SALUD Y PROPUESTA PARA MEJORAR LA PARTICIPACIÓN DE LOS ENFERMOS,Centro De Investigaciónes Y Estudios Superiores En Antropologia Social (Ciesas),Sergio Lerin Piñón,1,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
"Determinación de células madre carcinogenómicas, diferenciación celular espontánea y expresión de enzimas proteolíticas, relacionados con la topografía tumoral y el pronóstico en pacientes con Glioblastoma Multiforme","Instituto Nacional de Neurología y Neurocirugía ""Manuel Velasco Suárez"" ""Manuel Velasco Suárez""",SERGIO MORENO JIMÉNEZ,1,Neoplasias malignas
Diseño de un dispositivo electrónico intramedular implantable e inalámbrico para la detección de la recaída de Leucemia Aguda post-quimioterapia.,"Instituto Tecnológico y de Estudios Superiores de Monterrey, I.T.E.S.M.",Sergio Omar Martínez Chapa,1,Neoplasias malignas
Factores asociados a los costos innecesarios en ingresos y estancias hospitalarias en personas de 60 años y más.,Instituto Mexicano del Seguro Social,Sergio Sánchez García,1,Evaluación del Desempeño e Impacto de los Servicios de Salud
"ESTUDIO EPIDEMIOLÓGICO DE MUTACIONES EN EL EJE IL-12 - IL-23 / IFN-GAMMA EN FAMILIAS DE PACIENTES CON INFECCIONES POR BCG, MYCOBACTERIUM Y SALMONELLA DE BAJA VIRULENCIA","Instituto Nacional De Ciencias Medicas Y La Nutrición ""Salvador Zubiran""",Sigifredo Pedraza Sánchez,1,Enfermedades Infecciosas y Parasitarias
"Susceptibilidad a infecciones micobacterianas y otras infecciones asociadas, en pacientes con inmunodeficiencia primaria por defectos genéticos relacionados con la producción o respuesta a Interferón gamma","Instituto Nacional De Ciencias Medicas Y La Nutrición ""Salvador Zubiran""",Sigifredo Pedraza Sánchez,1,Enfermedades infecciosas y parasitarias
Identificación de casos de tuberculosis meníngea mediante un ensayo inmunoenzimático de captura con anticuerpos monoclonales contra la fracción 4MT de Mycobacterium tuberculosis,"Centro Nacional de Programas Preventivos y Control de Enfermedades, (Cenaprece)",Silvia González Mateos,,Enfermedades Infecciosas y Parasitarias
IMPLICACIONES DE LAS VARIACIONES EN EL NÚMERO DE COPIAS DE GENES TLRs EN LA SUSCEPTIBILIDAD Y GRAVEDAD DEL ASMA,Instituto Nacional de Medicina Genómica (INMEGEN),Silvia Jiménez Morales,1,Enfermedades crónicas o degenerativas
PREDICCIÓN DE RECAIDA EN NIÑOS CON LEUCEMIA AGUDA LINFOBLASTICA UTILIZANDO LA EXPRESIÓN DEL GEN CASP8AP2 ASOCIADA A ENFERMEDAD MÍNIMA RESIDUAL,Instituto Nacional de Pediatría,Silvia Patricia Pérez Vera,1,Neoplasias Malignas
FARMACOCINÉTICA DE CEFEPIME EN NEONATOS CON INFECCIONES NOSOCOMIALES GRAVES,Universidad Autónoma De San Luis Potosí,Silvia Romano Moreno,1,Desarrollo y Evaluación de Tecnologías para la Salud
PROGRAMA DE PREVENCIÓN DE VIH/ITS Y EMBARAZOS NO DESEADOS EN ADOLESCENTES DE SECUNDARIA Y PREPARATORIA,"Universidad Nacional Autónoma De México, UNAM",Silvia Susana Robles Montijo,1,Salud Reproductiva y Perinatal
S0008-2010-01-141375 Determinación de mutaciones en los genes MLH1 y MSH2 en pacientes mexicanos con carcinoma colorrectal hereditario no poliposico,Instituto Nacional de Cancerología,Silvia Vidal Millán,,Neoplasias Malignas
ESTRATEGIA DE INTERVENCIÓN PARA LA REDUCCIÓN DE LA GRASA ABDOMINAL EN MUJERES OBESAS: USO DEL ÁCIDO LINOLEICO CONJUGADO,"Centro de Investigación en Alimentación y Desarrollo, A.C., (CIAD)",Silvia Yolanda Moya Camarena,1,Trastornos de la Nutrición
DESARROLLO DE UNA METODOLOGÍA PARA DIAGNÓSTICO Y FOMENTO DE LA ADHERENCIA AL TRATAMIENTO DE PACIENTES CON ENFERMEDADES CRÓNICAS Y EVALUACIÓN DE SU IMPACTO SOBRE FACTORES DE RIESGO CARDIOVASCULAR.,Instituto Nacional de Salud Pública,SIMON BARQUERA CERVERA,2,Enfermedades crónicas o degenerativas
PROGRAMA DE EDUCACIÓN PARA LA SALUD BUCAL PARA ADULTOS MAYORES,"Universidad Nacional Autónoma De México, UNAM",Socorro Aida Borges Yáñez,1,Educación para la Salud
Influenza aviar e influenza porcina como riesgo sanitario en la generación de virus pandémicos.,"Universidad Nacional Autónoma De México, UNAM",Socorro Magdalena Escorcia Martínez,,Influenza
"evaluación de Métodos Inmunológicos de Diagnostico para la Detección del Virus de la Hepatitis B (VHB), Detección del DNA Viral y Determinación de Genotipos en Donadores de Sangre y Grupos de Alto Riesgo.",Universidad De Guadalajara,Sonia María Román Maldonado,1,Enfermedades crónicas o degenerativas
DIAGNÓSTICO SOBRE EL SISTEMA DE SALUD Y EL ESTADO DE SALUD EN MÉXICO CON MIRAS AL CUMPLIMIENTO DE LOS OBJETIVOS DE DESARROLLO DE LA ORGANIZACION DE LAS NACIONES UNIDAS PARA EL MILENIO,Persona Física,Stefano Michele Bertozzi Kenefick,2,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
Estudio de cohorte para evaluar la exposición materna al mercurio y sus efectos en la salud perinatal. Comunidades del Lago de Chapala.,Instituto Nacional de Salud Pública,Stephen Joel Rothenberg Lorenz,3,Salud Reproductiva y Perinatal
DETERMINANTES AMBIENTALES DE LA OBESIDAD INFANTIL y POLÍTICAS PÚBLICAS EN MÉXICO,Instituto Nacional de Salud Pública,Stephen Joel Rothenberg Lorenz,3,Trastornos de la Nutrición
EL PAPEL DE EXPOSICIÓN AL PLOMO PRE Y POSTNATAL EN LA FUNCIÓN EJECUTIVA Y ATENCIÓN EN ADOLESCENTES,Instituto Nacional de Salud Pública,Stephen Joel Rothenberg Lorenz,3,Salud Ambiental y Riesgos Derivados por los Cambios Climáticos
QUINCE AÑOS DEL ESTUDIO PROSPECTIVO DE PLOMO EN MÉXICO: UN ANÁLISIS INTEGRAL,Instituto Nacional de Salud Pública,Stephen Joel Rothenberg Lorenz,3,Enfermedades crónicas o degenerativas
DETERMINACIÓN DE LA FARMACORRESISTENCIA DE MYCOBACTERIUM TUBERCULOSIS A MEDICAMENTOS DE PRIMERA Y SEGUNDA LINEA UTILIZANDO DIFERENTES MÉTODOS DIAGNÓSTICOS,"Centro Nacional de Programas Preventivos y Control de Enfermedades, (Cenaprece)",Susana Balandrano Campos,,Enfermedades Infecciosas y Parasitarias
Expansión aberrante de células T CD4+NKG2D+ con fenotipo supresor en pacientes con carcinoma invasor del cuello uterino,Universidad De Guadalajara,SUSANA DEL TORO ARREOLA,1,Neoplasias malignas
ESTUDIO DE METILACIÓN DE PROMOTORES Y EXPRESIÓN DE DETERMINADOS GENES RELACIONADOS CON LA ETIOLOGÍA Y PROGRESIÓN DEL MIELOMA MÚLTIPLE EN PACIENTES DE RECIENTE DIAGNÓSTICO Y EN RECAÍDA.,"Hospital General ""Dr. Manuel Gea González""",Susana Helena Kofman Epstein,3,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
"Caracterización de la diversidad genética de virus de influenza circulantes en_x000D_
humanos, cerdos y aves","Universidad Nacional Autónoma De México, UNAM",Susana López Charreton,3,Influenza
EFECTO EN EL VACIAMIENTO GÁSTRICO POSTERIOR A FUNDUPLICATURA TIPO NISSEN CON VAGOTOMIA POSTERIOR Y SERIOMIOTOMIA ANTERIOR EN RATAS,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Takeshi Landero Yoshioka,,Neoplasias Malignas
DETECCIÓN DE COMPLICACIONES CARDÍACAS EN PACIENTES CON ESCLERODERMA Y SU ASOCIACIÓN CON SUBTIPOS CLÍNICOS DE LA ENFERMEDAD,"Instituto Nacional De Ciencias Medicas Y La Nutrición ""Salvador Zubiran""",Tatiana Sofia Rodríguez Reyna,1,Enfermedades crónicas o degenerativas
EVALUAR LA EFECTIVIDAD E IMPACTO DE LA APLICACIÓN DE UN PROGRAMA DE ESTIMULACIÓN COGNITIVA EN ANCIANOS CON DEMENCIA,Instituto Mexicano del Seguro Social,Teresa Juárez Cedillo,1,Grupos Vulnerables
IDENTIFICACIÓN DE LOS FACTORES DE RIESGO VASCULAR ASOCIADOS CON EL RÁPIDO DETERIORO COGNITIVO EN PACIENTES CON ALZHEIMER,Instituto Mexicano del Seguro Social,Teresa Juárez Cedillo,1,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
NEURORRETROALIMENTACIÓN DEL RITMO SENSORIMOTOR EN NIÑOS CON TRASTORNO DE APRENDIZAJE CUYO ELECTROENCEFALOGRAMA PRESENTA ACTIVIDAD EPILEPTIFORME.,"Universidad Nacional Autónoma De México, UNAM",Thalia Fernández Harmony,3,Desarrollo y Evaluación de Tecnologías para la Salud
CREACION DE UNA CLÍNICA UNIVERSITARIA PARA EL DIAGNÓSTICO Y TRATAMIENTO DE NIÑOS CON ANTECEDENTES PRE O PERINATALES DE RIESGO DE DAÑO CEREBRAL,"Universidad Nacional Autónoma De México, UNAM",Thalia Harmony Baillet,3,Enfermedades Infecciosas y Parasitarias
Mapeo de la función cerebral por espectroscopía de infrarrojos en lactantes.,"Universidad Nacional Autónoma De México, UNAM",Thalia Harmony Baillet,3,Salud Reproductiva y Perinatal
"Estudio de las variantes alélicas del gen de la paraoxonasa 1 (PON 1) y de los valores de homocisteína, colesterol y lipoproteínas en la preeclampsia.",Universidad Autónoma De Yucatán,Thelma Elena Canto Cetina,1,Salud Reproductiva y Perinatal
"ASOCIACIÓN ENTRE LA DEFICIENCIA DE ÁCIDO FOLICO , POLIMOFISMOS EN LOS GENES QUE PARTICIPAN EN SU METABOLISMO, HAPLOTIPOS HLA Y VIRUS DEL PAPILOMA HUMANO COMO FACTORES DE RIESGO EN DISPLASIA, CÁNCER IN SITU Y CÁNCER INVASOR DE CERVIX",Universidad Autónoma De Yucatán,Thelma Elena Canto Cetina,1,Neoplasias malignas
Indice de masa corporal y marcadores genéticos como factores de riesgo para osteoporosis en mujeres yucatecas,Universidad Autónoma De Yucatán,Thelma Elena Canto Cetina,1,Enfermedades crónicas o degenerativas
"EXPOSICIÓN A HUMO DE TABACO AMBIENTAL, SALUD Y PRODUCTIVIDAD EN TRABAJADORES DE BARES Y RESTAURANTES",Instituto Nacional de Salud Pública,Tonatiuh Barrientos Gutiérrez,1,Salud Ambiental y Riesgos Derivados por los Cambios Climáticos
"Compuestos adictivos, aditivos y carcinogénicos en cigarros mexicanos y su asociación con adictividad y cesación en fumadores.",Instituto Nacional de Salud Pública,TONATIUH BARRIENTOS GUTIÉRREZ,1,NEOPLASIAS MALIGNAS EN NIÑOS Y ADULTOS
LA INFLUENCIA DE LA MIGRACIÓN TRANSNACIONAL EN LA SOLUCIÓN DE PROBLEMAS DE SALUD DE HABITANTES DE ZONAS RURALES DE MÉXICO CON ALTA MIGRACIÓN A CHICAGO.,Instituto Nacional de Salud Pública,Tonatiuh Tomás González Vázquez,,Grupos Vulnerables
"ENVEJECIMIENTO, POBREZA Y SALUD EN POBLACIÓN URBANA",Instituto Nacional de Salud Pública,Velia Nelly Salgado Diez,3,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
ANTENA MICROCOAXIAL DE 2.45 GHZ PARA EL TRATAMIENTO MÍNIMAMENTE INVASIVO DE CÁNCER DE MAMA,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),VERA HERNÁNDEZ ARTURO,1,NEOPLASIAS MALIGNAS EN NIÑOS Y ADULTOS
Marcadores biológicos de riesgo metabólico y cardiovascular en pacientes con sobrepeso y obesidad de la ciudad de Durango y su modificación con una intervención cognitivo-conductual en población del noroeste de México,"Instituto Politécnico Nacional, I.P.N.",VERONICA LOERA CASTAÑEDA,,Trastornos de la Nutrición
Identificación de micrornas circulantes en suero como biomarcadores potenciales en el diagnóstico de osteoartritis,Instituto Nacional de Rehabilitación,Veronica Marusa Borgonio Cuadra,Candidato,Grupos Vulnerables
DETECCIÓN DE VIRUS ENTÉRICOS POR PCR EN TIEMPO REAL EN VEGETALES FRESCOS Y AGUA DE LAVADO PARA EVITAR BROTES EPIDÉMICOS EN HUMANOS,"Centro de Investigación en Alimentación y Desarrollo, A.C., (CIAD)",Verónica Mata Haro,1,Enfermedades Infecciosas y Parasitarias
RELACIÓN ENTRE LA INFECCIÓN POR EL VIRUS DE PAPILOMA HUMANO Y LOS CAMBIOS DE EXPRESIÓN DE ANTÍGENOS TUMORALES SIALILADOS EN MUESTRAS DE CÉRVIX CON DIFERENTE GRADO DE NEOPLASIA.,Instituto Mexicano del Seguro Social,Verónica Vallejo Ruíz,2,Neoplasias malignas
Expresión diferencial de sialiltransferasas y ácido siálico en biopsias de cérvix con diferente grado de neoplasia y su uso potencial en un método diagnóstico pronóstico.,Instituto Mexicano del Seguro Social,Verónica Vallejo Ruíz,2,Neoplasias malignas
Glicómica del Cáncer cervicouterino y su aplicación en la identificación de biomarcadores para la detección temprana y pronóstico de la enfermedad,Instituto Mexicano del Seguro Social,Verónica Vallejo Ruíz,2,Neoplasias malignas
evaluación de la presencia de linfocitos NKT que expresan la molécula CRTAM en pacientes con diabetes tipo 1 y en sus familiares de primer grado,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),Vianney Francisco Ortíz Navarrete,2,Enfermedades crónicas o degenerativas
GENOTIPIFICACIÓN DE BACTERIAS CAUSANTES DE SEPTICEMIA NEONATAL TEMPRANA MEDIANTE LA SUBUNIDAD 16 S rRNA,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),Vianney Francisco Ortíz Navarrete,2,Enfermedades Infecciosas y Parasitarias
INHIBICIÓN LOCAL DEL FACTOR DE NECROSIS TUMORAL ALFA (TNF) COMO COADYUVANTE DEL TRATAMIENTO DE LA QUERTITIS ÚLCERATIVA PERIFÉRICA ASOCIADA A ENFERMEDADES AUTOINMUNES,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),Vianney Francisco Ortíz Navarrete,2,Enfermedades crónicas o degenerativas
EVALUACIÓN Y DESARROLLO DE UN MÉTODO MOLECULAR VINCULADO CON UN AGAR CROMOGÉNICO PARA LA APLICACIÓN EN BROTES EPIDEMIOLÓGICOS CAUSADOS POR VIBRIO PARAHAEMOLYTICUS TOXIGÉNICO,Laboratorio Estatal de Salud Pública de Sinaloa,Vicente Adrián Canizalez Román,1,Enfermedades Infecciosas y Parasitarias
IDENTIFICACIÓN DE LOS FACTORES DE RIESGO GENÉTICO PARA DESARROLLAR ARTRITIS IDIOPÁTICA JUVENIL EN POBLACIÓN MEXICANA.,Instituto Mexicano del Seguro Social,Vicente Baca Ruíz,1,Enfermedades crónicas o degenerativas
Identificación de los factores genéticos implicados en la susceptibilidad para desarrollar Lupus Eritematoso Sistémico en la edad pediátrica.,Instituto Mexicano del Seguro Social,Vicente Baca Ruíz,1,Enfermedades crónicas o degenerativas
El Gen AKNA Como Biomarcador Asociado a Cáncer Cervicouterino: caracterización In Vivo e In Vitro,Instituto Nacional de Salud Pública,Vicente Madrid Marina,3,Neoplasias malignas
POLIMORFISMOS DE LA REGIÓN REGULADORA DEL GEN DE INTERLEUCINA-10 Y SU ASOCIACIÓN CON EL RIESGO DE DESARROLLAR CÁNCER CERVICAL EN MUJERES PROCEDENTES DEL ESTADO DE GUERRERO,Instituto Nacional de Salud Pública,Vicente Madrid Marina,3,Neoplasias Malignas
USO DE UN POLÍMERO BIODEGRADABLE PARA LA LIBERACIÓN DEL GEN DE LA IL-12 EN UN MODELO EXPERIMENTAL TUMORAL MURINO VPH POSITIVO COMO TERAPIA LOCAL NO INVASIVA CONTRA EL CÁNCER CERVICAL.,Instituto Nacional de Salud Pública,Victor Hugo Bermúdez Morales,1,Neoplasias Malignas
"EXPOSICIÓN OCUPACIONAL COMO FACTOR ASOCIADO A LA PRESENCIA DE CÁNCER PULMONAR, TUMOR MALIGNO DE SISTEMA NERVIOSO CENTRAL Y LEUCEMIA AGUDA EN TRABAJADORES ASEGURADOS AL INSTITUTO MEXICANO DEL SEGURO SOCIAL",Instituto Mexicano del Seguro Social,Víctor Hugo Borja Aburto,3,Enfermedades crónicas o degenerativas
MODELO DE COLABORACIÓN IMSS-EMPRESAS PARA LA PROMOCIÓN DE HÁBITOS Y CONDUCTAS SALUDABLES DE LOS TRABAJADORES,Instituto Mexicano del Seguro Social,Víctor Hugo Borja Aburto,3,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
Efectos auditivos y vestibulares en trabajadores expuestos a disolventes orgánicos.,Instituto Mexicano del Seguro Social,Víctor Hugo Borja Aburto,3,Salud Ocupacional
REDISEÑO DE UN IMPLANTE ORTOPÉDICO PARA EL TRATAMIENTO DE TUMORES DE RODILLA POR MEDIO DEL MÉTODO DEL ELEMENTO FINITO Y SU VALIDACIÓN EXPERIMENTAL,Instituto Nacional de Rehabilitación,Víctor Manuel Araujo Monsalvo,,Grupos Vulnerables
ANÁLISIS PROTEÓMICO Y DEL PERFIL DE CITOCINAS EN LÁGRIMA DE PACIENTES INFECTADOS CON INFLUENZA AH1N1 PANDÉMICA,"Fundacion De Asistencia Privada Conde De Valenciana, Iap",Victor Manuel Bautista De Lucio,Candidato,Influenza
DESARROLLO DE IMPLANTES ORTOPÉDICOS Y SU ANÁLISIS POR MEDIO DEL MEDIO DEL MÉTODO DEL ELEMENTO FINITO,Instituto Nacional de Rehabilitación,Víctor Manuel Domínguez Hernández,,Grupos Vulnerables
DESARROLLO DE UN MODELO DE ATENCIÓN COMUNITARIA PARA EL ENVEJECIMIENTO SALUDABLE BAJO EL ENFOQUE DEL ENVEJECIMIENTO ACTIVO,"Universidad Nacional Autónoma De México, UNAM",Victor Manuel Mendoza Núñez,2,Grupos Vulnerables
Optimización de la técnica de PCR punto final para la diferenciación entre Leishmania mexicana y L. braziliensis en improntas de sujetos infectados.,Universidad Autónoma De Campeche,Victor Manuel Monteón Padilla,2,Enfermedades infecciosas y parasitarias
Biomarcadores séricos y de Lavado Bronquio-alveolar en el diagnóstico diferencial y pronóstico para la Fibrosis Pulmonar Idiopática,Instituto Nacional de Enfermedades Respiratorias,Victor Manuel Ruíz López,1,Enfermedades crónicas o degenerativas
Diagnóstico de Cáncer de mama basado en biomarcadores de imágenes validados con expresión genética.,"Instituto Tecnológico y de Estudios Superiores de Monterrey, I.T.E.S.M.",Victor Manuel Treviño Alvarado,1,Neoplasias Malignas
ANÁLISIS COSTO EFECTIVIDAD DE LOS STENTS LIBERADORES DE FÁRMACO EN PACIENTES MUNDO REAL,Instituto Mexicano del Seguro Social,Víctor Marcial Granados García,1,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
Obtención de imágenes infrarrojas para la exploración del segmento anterior del ojo en presencia de opacidad en córnea,"Centro de Investigación Científica y de Educación Superior de Ensenada, B. C.",Victor Ruíz Cortés,1,Desarrollo y Evaluación de Tecnologías para la Salud
"EVALUACIÓN DE LOS MARCADORES MOLECULARES ASOCIADOS A LAS DEMENCIAS VASCULARES, MIXTA Y ENFERMEDAD DE ALZHEIMER EN POBLACIÓN MEXICANA, PARA EL DESARROLLO DE PRUEBAS DE DIAGNÓSTICO CONFIABLES Y DESARROLLO DE CENTROS DE ATENCIÓN INTEGRAL AL PACIENTE.","Instituto Nacional de Neurología y Neurocirugía ""Manuel Velasco Suárez"" ""Manuel Velasco Suárez""",Victoria Campos Peña,Candidato,Enfermedades crónicas o degenerativas
DETECCIÓN DE ALTERACIONES CROMOSÓMICAS POR MICROARREGLOS Y SU RELACIÓN EN PACIENTES CON MALFORMACIÓNES CONGÉNITAS Y RETRASO MENTAL/RETRASO PSICOMOTOR IDIOPÁTICO.,Instituto Nacional de Pediatría,Victoria Del Castillo Ruíz,,Salud Reproductiva y Perinatal
PAPEL DE LA APOPTOSIS DE CÉLULAS ENDOTELIALES EN EL DAÑO TISULAR DEL PIE DIABÉTICO CON INFECCIÓN.,Instituto Mexicano del Seguro Social,Vilma Carolina Bekker Méndez,1,Enfermedades crónicas o degenerativas
ASOCIACIÓN ENTRE POLIMORFISMOS DE GENES QUE CODIFICAN ENZIMAS RELACIONADAS CON EL GLUTATION Y EL RIESGO DE ISQUEMIA CEREBRAL EN POBLACIÓN MEXICANA,"Instituto Politécnico Nacional, I.P.N.",VILLANUEVA LÓPEZ GUADALUPE CLEVA,1,ENFERMEDADES CRÓNICAS
"TECNOLOGÍA DE FLUIDOS SUPERCRITICOS PARA LA ELABORACIÓN DE SISTEMAS MICRO/NANOESTRUCTURADOS A BASE DE QUITOSANO, COMO SISTEMAS ENTREGADORES DE FÁRMACOS ANTICÁNCER","Centro de Investigación en Alimentación y Desarrollo, A.C., (CIAD)",Waldo Manuel Argüelles Monal,1,Desarrollo y Evaluación de Tecnologías para la Salud
Determinación de biomarcadores pronósticos clínicos y moleculares en pacientes con astrocitoma,Instituto Nacional de Cancerología,WEGMAN OSTROSKY TALIA,,NEOPLASIAS MALIGNAS EN NIÑOS Y ADULTOS
Desarrollo de fitofarmacos prototipo a partir de Hibiscus sabdariffa y Mimosa tenuiflora,Instituto Mexicano del Seguro Social,Xavier Lozoya Legorreta,,Desarrollo y Evaluación de Tecnologías para la Salud
BÚSQUEDA DE NUEVOS COMPUESTOS LÍDERES PARA EL CONTROL DE HELICOBACTER PYLORI.,"Instituto Politécnico Nacional, I.P.N.",Xianwu Guo Zhou,1,Desarrollo y Evaluación de Tecnologías para la Salud
CORRELACIÓN ENTRE TOLERANCIA A LPS Y MODULADORES DE RESPUESTA INFLAMATORIA EN SEPSIS NEONATAL (CURSO CLÍNICO Y PRONÓSTICO),Instituto Mexicano del Seguro Social,Yelda Aurora Leal Herrera,1,Enfermedades Infecciosas y Parasitarias
