Campo1,TITULO DEL PROYECTO
2005,PREVENCIÓN DE LA ENFERMEDAD DE CHAGAS Y OTRAS ZOONOSIS TRANSMITIDAS POR VECTOR A TRAVÉS DE LA PARTICIPACIÓN COMUNITARIA EN POBLACIONES RURALES DEL ESTADO DE YUCATÁN
2009,Prevención de obesidad en niños: una intervención basada en la atención en Guarderías del Instituto Mexicano del Seguro Social
2004,Prevención de toxicidad secundaria a tiopurinas a través de la búsqueda de polimorfismos de tiopurinmetiltransferasa por DHPLC en pacientes con leucemia aguda linfoblástica tratados con tiopurinas.
2003,"Prevención de ulceras por presión en lesionados medulares usuarios de sillas de ruedas,a través de sistemas de liberación de presión"
2004,PREVENCIÓN PRIMARIA Y TRATAMIENTO TEMPRANO DE DIABETES MELLITUS TIPO 2. ESTUDIO MULTICÉNTRICO Y MULTIDISCIPLINARIO
2008,PREVENCIÓN TEMPRANA DE HIPERTENSIÓN ARTERIAL. ESTUDIO MULTICÉNTRICO Y MULTIDISCIPLINARIO. PRIMERA FASE: INTEGRACIÓN DE UNA COHORTE DE SUJETOS DE ALTO RIESGO PARA EL DESARROLLO DE HIPERTENSIÓN. (GEMPHI)
2012,"Problemas de salud mental y factores asociados, en personas deportadas a través de la frontera internacional en Baja California"
2004,Producción de citocinas tipo Th1 y Th2 en sujetos suplementados in vitro o in vivo con vitamina E y su uso potencial en el tratamiento de la Tuberculosis
2009,"Producción de la proteína recombinante NS1 del virus de influenza aviar, para su uso en una prueba de ELISA diferencial"
2004,Producción de lantánidos radiactivos para radioterapia
2002,PRODUCCIÓN POR INGENIERIA GENÉTICA DE LOS MIEMBROS DE LA FAMILIA DE LA HORMONA DEL CRECIMIENTO HUMANO.
2007,"PRODUCCIÓN SEMI-INDUSTRIAL Y ESTUDIO DE LA ADMINISTRACIÓN CRONCA DEL FITOMÉDICAMENTO DE GALPHIMIA GLAUCA EN PACIENTES CON TRASTORNO DE ANSIEDAD GENERALIZADA. ENSAYO CLÍNICO ALEATORIZADO, DOBLE CIEGO Y CONTROLADO CON LORAZEPAM."
2002,PROGRAMA DE DETECCIÓN OPORTUNA DE CÁNCER CERVICAL BASADO EN LA PRUEBA DE VIRUS DE PAPILOMA HUMANO. EL ENSAYO COMUNITARIO DE MORELOS
2002,PROGRAMA DE EDUCACIÓN PARA LA SALUD AMBIENTAL INFANTIL: IMPLEMENTACIÓN DE TALLERES DE EDUCACIÓN INFANTIL PARA SITIOS CONTAMINADOS.
2005,PROGRAMA DE EDUCACIÓN PARA LA SALUD BUCAL PARA ADULTOS MAYORES
2013,PROGRAMA DE PREPARACIÓN PSICOLÓGICA PARA PROCEDIMIENTOS INVASIVOS EN CARDIOPATÍA ISQUÉMICA
2005,PROGRAMA DE PREVENCIÓN DE VIH/ITS Y EMBARAZOS NO DESEADOS EN ADOLESCENTES DE SECUNDARIA Y PREPARATORIA
2005,PROMOCIÓN DE ACTIVIDAD FÍSICA ADECUADA Y ALIMENTACIÓN SALUDABLE EN EL SISTEMA EDUCATIVO MEXICANO PARA LA PREVENCIÓN DE OBESIDAD
2009,Promoción de estilos de vida saludable en niños y adolescentes con la participación activa de la población
2009,Promoción e impacto de estrategias educativas en salud e higiene para prevenir enfermedades gastrointestinales y diarreicas por parasitosis en escolares de áreas marginadas de Sonora y Oaxaca. Estudio piloto.
2005,PROPAGACIÓN DE CÉLULAS MADRE HEMATOPOYÉTICAS OBTENIDAS DE SANGRE DE CORDON UMBILICAL
2011,Propuesta de un Modelo Sociocultural para Prevenir las Muertes Maternas
2012,"Protección contra enfermedades prevenibles por vacunas en uso y factores epidemiológicos de susceptibilidad en niños, adolescentes y adultos a partir del análisis de la ENSANUT 2011."
2007,PROTEÓMICA DE LA OSTEOARTRTIS
2009,Prototipo de Sistema de Rayos-X Guiado por Imágenes para Radioterapia Mediada por Agentes de Contraste
2011,"Proyecto de prevalencia y antropología de la medicina de trastornos musculoesqueléticos y enfermedades reumaticas en comunidades indigenas Mayas, Mixtecas y Zapotecas"
2008,"PRUEBAS DE CAMPO CONFINADAS DE HONGOS ENTOMOPATÓGENOS PARA EL CONTROL DE MOSQUITOS ANOPHELES ALBIMANUS, VECTORES DE PALUDISMO EN MÉXICO."
2008,PURIFICACIÓN DEL SUERO ANTIVIPERINO POLIVALENTE UTILIZANDO ÁCIDO CAPRILICO (AC) SOLO Y EN COMBINACIÓN CON CROMATOGRAFÍA DE INTERCAMBIO IONICO Y SU COMPARACION CON EL MÉTODO TRADICIONAL
2009,PURIFICACIÓN E IDENTIFICACIÓN MOLECULAR DE COMPUESTOS DE ORIGEN MARINO CON ACTIVIDAD ANTIMICROBIANA
2002,QUINCE AÑOS DEL ESTUDIO PROSPECTIVO DE PLOMO EN MÉXICO: UN ANÁLISIS INTEGRAL
2009,REACCIÓN DE CÉLULAS EPITELIALES A VIRUS DE LA INFLUENZA
2007,RECEPTOR DEL ÁCIDO RETINOÍCO ETA COMO BIOMARCADOR DE RESPUESTA A QUIMIOTERAPIA Y A ALL-TRANS ÁCIDO RETINOÍCO EN PACIENTES CON CÁNCER DE PULMÓN AVANZADO
2005,REDISEÑO DE UN IMPLANTE ORTOPÉDICO PARA EL TRATAMIENTO DE TUMORES DE RODILLA POR MEDIO DEL MÉTODO DEL ELEMENTO FINITO Y SU VALIDACIÓN EXPERIMENTAL
2010,"Reducción de la morbilidad, complicaciones y mortalidad por enfermedad respiratoria, mediante un modelo personalizado de atención integral"
2011,Reemplazo de menisco con una bioprótesis de materiales sintéticos bioabsorbibles y células troncales autólogas.
2006,REGENERACIÓN TISULAR GUIADA MEDIANTE UNA PRÓTESIS COMPUESTA DE ÁCIDO POLIGLICÓLICO (NEUROTUBE) Y SUS EFECTOS CON PROGESTERONA IN SITU EN LA REPARACIÓN PRIMARIA DE SECCIONES TRAUMÁTICAS BAJAS DEL NERVIO MEDIANO Y CUBITAL EN HUMANOS.
2004,regulación central de la regeneración hepática
2004,RELACIÓN DEL CONSUMO DE REFRESCOS Y OSTEOPOROSIS EN MUJERES POSMENOPÁUSICAS
2010,Relación entre factores ambientales y el rearreglo génico MLL/AF4 en el desarrollo de la leucemia aguda en lactantes.
2004,RELACIÓN ENTRE FLORA BACTERIANA INTESTINAL INFLAMACIÓN Y SÍNDROME DE INTESTINO IRRITABLE: EFECTO DEL USO DE UNA BEBIDA LACTEA CON Lactobacillus casei
2005,RELACIÓN ENTRE LA INFECCIÓN POR EL VIRUS DE PAPILOMA HUMANO Y LOS CAMBIOS DE EXPRESIÓN DE ANTÍGENOS TUMORALES SIALILADOS EN MUESTRAS DE CÉRVIX CON DIFERENTE GRADO DE NEOPLASIA.
2011,Relación entre los niveles de PUFA y antioxidantes en leche materna de cuatro localidades expuestas a distintos niveles de contaminación química
2009,"RELACIÓN ENTRE LOS POLIMORFISMOS DE MIC-A, KIR Y HLA CON LAS DIFERENTES PRESENTACIONES CLÍNICAS DE LA INFLUENZA PROVOCADA POR EL VIRUS H1N1"
2005,"RESCATANDO LA EXPERIENCIA DE LA ""CASA DE LA MUJER INDÍGENA"": SISTEMATIZACIÓN Y EVALUACIÓN DEL PROCESO"
2006,RESISTENCIA FARMACOCINÉTICA-FÁRMACODINÁMICA EN LA TERAPIA DEL CÁNCER
2010,Respuesta antioxidante de la leche materna a la presencia de contaminación química
2003,Respuesta inmune a la vacuna combinada contra sarampión rubéola y parotiditis (SRP) aplicada por aerosol o por vía subcutánea en adultos jóvenes
2006,RESPUESTA INMUNE EN MUCOSAS RESPIRATORIAS A LA PRIMOVACUNACIÓN CONTRA SARAMPIÓN EN AEROSOL EN NIÑOS DE 12 MESES
2002,RESPUESTA INMUNOLOGICA PERITONEAL Y ANTIOXIDANTES EN MUJERES ESTERILES CON ENDOMETRIOSIS
2009,Retos de la integración funcional del sistema de salud mexicano. Un estudio de factibilidad
2008,"REVERSIÓN DE LA RESISTENCIA A LA QUIMIOTERAPIA EN LINFOMAS PEDIÁTRICOS MEDIANTE LA INDUCCIÓN DE APOPTOSIS, UTILIZANDO VECTORES BACTERIANOS QUE EXPRESAN PÉPTIDOS ANTAGÓNICOS A LA ACTIVIDAD DE BCL-2."
2007,RIBOSWITCHES COMO BLANCOS DE NUEVOS AGENTES ANTIMICROBIANOS
2002,"RIESGO EN SALUD POR LA EXPOSICIÓN A DIOXINAS EN SALAMANCA, GUANAJUATO"
2009,Riesgos a la salud por contaminación generada en tiraderos de basura a cielo abierto en el Estado de Morelos
2010,Riesgos a la salud por degradación y contaminación ambiental en las cuencas hidrográficas de México
2010,S0008-2010-01-141375 Determinación de mutaciones en los genes MLH1 y MSH2 en pacientes mexicanos con carcinoma colorrectal hereditario no poliposico
2003,Salud mental de mamás y bebés: prevención de la depresión posparto
2008,SALUD MENTAL Y VIOLENCIA EN EL NOVIAZGO EN ADOLESCENTES: EVALUACIÓN DE UN PROGRAMA DE PREVENCIÓN E INTERVENCIÓN
2008,"SALUD Y MEDIO AMBIENTE: CÁNCER CERVICOUTERINO Y MAMARIO, FACTORES DE RIESGO POR AGROQUÍMICOS Y ALIMENTOS CONTAMINADOS EN EL ESTADO DE YUCATÁN"
2008,SECUENCIACIÓN DE LOS GENES BRCA1 Y BRCA2 E IDENTIFICACIÓN DE LAS PROBABLES MUTACIONES DE LOS CASOS CON CÁNCER DE MAMA Y OVARIO HEREDITARIO (CMOH) EN UNA MUESTRA DE LA POBLACIÓN MEXICANA
2008,SEGMENTACIÓN DE IMÁGENES COLPOSCÓPICAS UTILIZANDO PATRONES TEMPORALES ACETOBLANCOS PARA LA CLASIFICACIÓN DE LESIONES CÉRVICO UTERINAS.
2002,SEGUIMIENTO DE UNA COHORTE DE PACIENTES PREMENOPAUSICAS CON LUPUS ERITEMATOSO GENERALIZADO PARA MEDICION DE INCIDENCIA DE ENFERMEDAD CARDIOVASCULAR Y CAMBIOS EN LOS FACTORES DE RIESGO ASOCIADOS
2009,SENSIBILIDAD A RADIOTERAPIA INDUCIDA POR CLOROQUINA EN PACIENTES CON METÁSTASIS CEREBRALES TRATADOS CON RADIOTERAPIA TOTAL DE CRÁNEO: UN ESTUDIO DE FASE II ALEATORIZADO.
2005,SEPSIS COMO CONSECUENCIA DEL SÍNDROME DE RESPUESTA ANTI-INFLAMATORIA COMPENSADORA (CARS) EN PACIENTES CON PANCREATITIS AGUDA
2007,"SEROENCUESTA, CARACTERIZACIÓN CLÍNICA Y MODELAJE DE LA ENCEFALITIS EQUINA VENEZOLANA EN POBLACIÓN HUMANA DE LA COSTA DE CHIAPAS DESPUES DEL HURACÁN STAN"
2011,"SEROEPIDEMIOLOGÍA A NIVEL NACIONAL DE TRES INFECCIONES DE TRANSMISIÓN SEXUAL CON EFECTOS SINERGÍSTICOS: VIH/SIDA, SIFILIS Y HERPES GENITAL"
2011,SEROLOGÍA DEL CÁNCER DUCTAL DE LA MAMA EN MUJERES MEXICANAS
2009,SERO-PREVALENCIA DE INFECCIÓN POR EL VIRUS PANDÉMICO DE LA INFLUENZA A (H1N1) EN TRABAJADORES DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL DURANTE EL PERÍODO FEBRERO -DICIEMBRE 2009
2012,Serotipificación de Toxoplasma gondii para identificación de virulencia de cepas endémicas en México
2010,Significado del cáncer de mama en población indígena de México y proceso de búsqueda de atención
2011,Significado pronóstico de la presencia de Virus de Papiloma Humano en ganglios linfáticos en pacientes con cáncer cervicouterino tratados inicialmente con cirugía radical: estudio de casos y controles.
2008,SINANTROPÍA DE LOS VECTORES DEL DENGUE Y SU IMPORTANCIA EN LA DINÁMICA DE TRANSMISIÓN Y EL CONTROL EN EL SUR DE CHIAPAS.
2007,SÍNDROME DE COLON IRRITABLE: PAPEL ETIOLÓGICO DE PROTOZOO INTESTINALES Y DE LOS POLIMORFISMOS DE CITOCINAS PROINFLAMATORIAS
2003,Sindrome de desgaste profesional en trabajadores del primer nivel de atención a la salud factores de riesgo y su influencia en el desempeño institucional.
2003,Síndrome del Niño Sacudido. Prevalencia en un hospital pediátrico de tercer nivel.
2011,"Síndrome metabólico, menopausia y Enfermedad Cardiovascular subclínica en mujeres mexicanas: Determinantes y Predictores en la Cohorte EsMaestras ."
2012,Síntesis de dipéptidos no proteinogénicos de cadena corta como inhibidores de proteasas contra agentes patógenos en las vías respiratorias
2010,Síntesis de Inhibidores Selectivos de la Monoamina Oxidasa A para el Tratamiento de Desórdenes Depresivos.
2005,"SÍNTESIS ESTEREOSELECTIVA Y CARACTERIZACIÓN FÁRMACOLÓGICA DEL(S, R)HOMOHIDROXIMETOPROLOL"
2002,SISTEMA DE ASESORÍA REMOTA EN CASO DE ENFERMEDADES CARDIOVASCULARES
2007,"SISTEMA DE BAJO COSTO PARA REHABILITACIÓN DE EXTREMIDADES SUPERIORES_x000D_
DESPUES DE UNA ENFERMEDAD VASCULAR CEREBRAL"
2005,SISTEMA INDIVIDUALIZADO DE MONITOREO EVALUACIÓN Y MEJORA DE LA ATENCIÓN EN UNIDADES DE MEDICINA FAMILIAR
2005,SISTEMA INFORMÁTICO NEONATAL: MEJORA EN LA CALIDAD DE ATENCIÓN BASADA EN LA EVIDENCIA.
2005,"SISTEMA NACIONAL INTERACTIVO DE INFORMACIÓN GEOGRÁFICA, EPIDEMIOLÓGICA Y DE RIESGOS A LA SALUD"
2010,Sistema para alineación estática y dinámica de ortoprótesis para prevenir la reamputación en pacientes con amputación parcial de pie.
2007,SITUACION DE LOS GRUPOS DE AUTOAYUDA PARA DIABÉTICOS EN LOS SERVICIOS PUBLICOS DE SALUD Y PROPUESTA PARA MEJORAR LA PARTICIPACIÓN DE LOS ENFERMOS
2007,SOCKET AJUSTABLE PARA MUÑÓN CON CAMBIO DE VOLUMEN EN AMPUTACIÓN TRANSFEMORAL.
2009,SUPERVIVENCIA Y DETERMINANTES EN ADULTOS DE LA ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO CON EPOC Y OTROS PADECIMIENTOS RESPIRATORIOS
2003,Suplementación de hierro más antioxidantes para eliminar la muy alta prevalencia de anemia en México y sus consecuencias en la salud. Comparación con los métodos actualmente utilizados por la Secretaría de Salud
2004,Susceptibilidad a cirrosis y polimorfismos de los genes involucrados en el metabolismo del etanol
2012,"Susceptibilidad a infecciones micobacterianas y otras infecciones asociadas, en pacientes con inmunodeficiencia primaria por defectos genéticos relacionados con la producción o respuesta a Interferón gamma"
2010,Tabaquismo pasivo y susceptibilidad genética como predictores del cáncer mamario
2003,Tamaño y Composición Corporal en Niños y Adolescente Mexicanos: desarrollo de ecuaciones para estudios epidemiológicos.
2007,TAMIZ PRE Y POSNATAL DE INFECCIONES CONGÉNITAS EN LA CIUDAD DE MÉXICO
2008,"TECNOLOGÍA DE FLUIDOS SUPERCRITICOS PARA LA ELABORACIÓN DE SISTEMAS MICRO/NANOESTRUCTURADOS A BASE DE QUITOSANO, COMO SISTEMAS ENTREGADORES DE FÁRMACOS ANTICÁNCER"
2005,TELEASISTENCIA EN DIÁLISIS PERITONEAL
2013,TELE-REHABILITACIÓN DE MIEMBRO SUPERIOR UTILIZANDO DISPOSITIVOS HAPTICOS Y KINECT
2004,TERAPIA DE ANGIOGENESIS EN PACIENTES CON ISQUEMIA CRITICA EN EXTREMIDADES INFERIORES CON AUTOTRANSPLANTE DE CÉLULAS MONONUCELARES DE SANGRE PERIFERICA.
2008,TERAPIA GÉNICA Y CÉLULAR PARA REGENERACIÓN ÓSEA CON UN IMPLANTE DE CÉLULAS MADRE MESENQUIMALES MODIFICADAS GENÉTICAMENTE CON LAS PROTEÍNAS MORFOGENÉTICAS DE HUESO 2 Y 7 EN UN MODELO OVINO
2013,TERCERA ETAPA DE EVALUACIÓN DE LOS LINEAMIENTOS SOBRE CONSUMO DE ALIMENTOS Y BEBIDAS EN LAS ESCUELAS Y ENTORNO OBESIGÉNICO
2011,Termografía funcional aplicada a la identificación de infección intrauterina en mujeres embarazadas.
2002,THE ABSORPTION OF IRON AND ZINC FROM TYPICAL RURAL AND URBAN MEXICAN DIETS USING ISOTOPIC TECHNIQUES
2003,INGENIERÍA TISULAR PARA LA FORMACIÓN DE HUESO ÚTIL PARA AUTOTRANSPLANTE
2005,TOXINAS ANTIBIÓTICOS Y DEFENSINAS DEL VENENO DE ALACRANES CON IMPORTANCIA EN SALUD PUBLICA
2010,"Toxoplasmosis congénita. Relación de los polimorfismos de genes del parásito y de la respuesta inmune de la madre y del hijo con la expresión, la actividad biológica, la transmisión vertical y la patogenia fetal"
2011,Transferencia a la clínica del sistema de fabricación de asientos conformados para niños con discapacidad
2005,TRANSFORMACIÓNES Y CONTINUIDADES EN LOS SISTEMAS DE CREENCIAS Y LAS PERCEPCIONES SOBRE LA VIOLENCIA GÉNERO
2009,"Transplante de células autólogas para la regeneración de cartílago articular, como alternativa para reducir el costo de la atención de las osteoartritis. Ensayo clínico controlado."
2007,TRANSPLANTE MENISCAL EN PACIENTES CON MENISECTOMÍA COMPLETA CON SINTOMATOLOGÍA INCIPIENTE
2013,Transplante Meniscal Lateral y Medial en de pacientes sintomáticos por meniscectomia previa con análisis inmunohistológico a un año de seguimiento. Fase 2.
2004,Trasplante Autologo de Celulas Mononucleares a traves de Tuneles Musculares Fibrocolagenos en Pacientes con Isquemia Critica en Extremidades Inferiores
2003,Trasplante de células autólogas para la regeneración de cartílago articular como alternativa para reducir el costo de la atención de la osteoartriris.
2009,TRATAMIENTO DE PRIMERA LÍNEA CON QUIMIOTERAPIA A BASE DE CISPLATINO MÁS PACLITAXEL COMBINADO CON ALL-TRANS ÁCIDO RETINOÍCO EN PACIENTES CON CÁNCER DE PULMÓN AVANZADO: ESTUDIO FASE
2006,TRATAMIENTO LOCAL DE TUMORES MALIGNOS POR RADIOFRECUENCIA ASISTIDO POR NAVEGACIÓN
2010,"ULTRASONIDO CUANTITATIVO PARA EVALUAR EL IMPACTO DE LA INACTIVIDAD FÍSICA SOBRE LOS COMPARTIMENTOS GRASO, MUSCULAR, ÓSEO Y FUNCIÓNALIDAD EN PACIENTES PEDIÁTRICOS CON HEMOFILIA Y NIÑOS SANOS"
2013,UN GRUPO DE GENES ESPECÍFICOS DE EMBARAZO Y SU EXPRESIÓN PROTEÍCA PROVEE NUEVOS MARCADORES PARA EL CÁNCER CÉRVICO UTERINO.
2002,UN NUEVO ENFOQUE PARA EL ESTUDIO Y CONOCIMIENTO CLÍNICO-MOLECULAR DE ENFERMEDADES MUSCULARES EN MÉXICO: DISTROFIA MUSCULAR Y MIOPATIA MITOCONDRIAL
2007,UN NUEVO MÉTODO PARA EL DIAGNÓSTICO TEMPRANO DE LA TRICOMONOSIS
2008,UNA ALTERNATIVA EN EL USO DE BIOCONJUGADOS PARA MARCADORES DIAGNÓSTICOS Y PRONÓSTICOS DEL CÁNCER CÉRVICO UTERINO
2006,UNA APROXIMACIÓN SOCIOEPIDEMIOLÓGICA DE LA TUBERCULOSIS PULMONAR EN TRABAJADORES AGRICOLAS POBLANOS QUE MIGRAN A CANADA
2002,UNA HUELLA GENÉTICA PARA DETERMINAR LA SUSCEPTIBILIDAD AL DESARROLLO DEL CÁNCER CÉRVICO UTERINO MEDIADA POR LA INFECCIÓN DEL VIRUS DEL PAPILOMA HUMANO: GENÓMICA DE LOS GENES P53 Y E6 VIRAL
2009,Una intervención basada en teléfonos celulares para mejorar el control glucémico en adultos con diabetes mellitus tipo 2.
2008,UNA INTERVENCIÓN INTEGRAL PARA LA DISMINUCIÓN DE ACCIDENTES VIALES EN JÓVENES EN DIFERENTES CIUDADES EN MÉXICO
2003,Uso de Colágena-PVP para el tratamiento de la Osteoartrosis
2012,Uso de Fármacos que inducen Autofagia como tratamiento adyuvante en Tuberculosis Pulmonar
2008,USO DE INMUNOMODULADORES PARA EL TRATAMIENTO DE ÚLCERAS DE PIE DIABÉTICO
2004,USO DE LA MEMBRANA AMNIÓTICA COMO FACTOR CO-ADYUVANTE EN LA REGENERACIÓN DEL EPITELIO CORNEAL
2007,USO DE LA PRUEBA EN ALIENTO CON METACETINA-13C PARA DETERMINAR PRONÓSTICO EN PACIENTES CON CIRROSIS HEPÁTICA.
2006,"USO DE MARCADORES GENÉTICOS PARA LA DETECCIÓN TEMPRANA, PRONÓSTICO Y SEGUIMIENTO DE PACIENTES CON CÁNCER DE PRÓSTATA POR MEDIO DE MÉTODOS NO INVASIVOS"
2008,USO DE MICRO-RNAS COMO UN NUEVO SISTEMA DE DIAGNÓSTICO DE CÁNCER CÉRVICO UTERINO ASOCIADO A LA INFECCIÓN DE HPV
2012,Uso de nanopartículas antibacteriales para el tratamiento de infecciones causadas por Streptococcus pneumoniae.
2003,USO DE SONDAS MOLECULARES PARA IDENTIFICAR GENES DE RESISTENCIA A ANTIBIÓTICOS ß-LACTÁMICOS EN AISLAMIENTOS CLÍNICOS DE ENTEROBACTERIAS
2012,Utilidad de 30 determinantes proteicos como biomarcadores de predicción de riesgo de Preeclampsia
2013,"Utilidad de indicadores tempranos de riesgo de Cáncer de seno considerando las variantes genómicas de la polimerización de la adiponectina y la presencia de receptores AdipoR1, AdipoR2, de estrógenos (ER) y de progesterona (PR) en el tejido mamario"
2013,Utilidad de la curva de tolerancia a la glucosa oral en niños para predecir disfunción endotelial e inflamación asociados a obesidad. Estudio de validación cruzada.
2004,Utilidad de la enolasa especifica de neuronas la proteina S100-beta y los niveles de interleucina 8 para la predicción de lesiones intracraneanas significativas en niños con trauma craneo-encefalico cerrado leve
2007,ÚTILIDAD DE LA PRUEBA DE ALIENTO CON [13C] GLUCOSA PARA EL DIAGNÓSTICO DE RESISTENCIA A LA INSULINA.
2004,ÚTILIDAD DE MUESTRAS DE SANGRE SECA FIJADA EN PAPEL FILTRO (DBSs) DE PACIENTES CON VIH/SIDA ENVIADAS DE DIFERENTES REGIONES DEL PAÍS BAJO CONDICIONES VARIABLES DE TEMPERATURA Y TIEMPO PARA DETERMINAR CARGA RESISTENCIA A ANTIRRETROVIRALES Y GENOTIPOS.
2004,"ÚTILIDAD DEL EMPLEO DE MUESTRAS DE SANGRE SECA FIJADA EN PAPEL FILTRO PARA DETERMINAR CARGA VIRAL, IDENTIFICAR GENOTIPOS Y MUTACIONES EN LA REGION CORE Y PRECORE DEL VIRUS DE LA HEPATITIS B."
2003,ÚTILIDAD DEL SUBSISTEMA AUTOMATIZADO DE EGRESOS HOSPITALARIOS (SAEH) COMO INSUMO PARA LA IMPLANTACIÓN DE GRUPOS RELACIONADOS POR EL DIAGNÓSTICO (GRD´S)
2003,Utilización y calidad técnica del ultrasonido y la mamografía en la prevención del Cáncer mamario en servicios de salud de la Secretaría de Salud en la Ciudad de México
2009,Validación de biomarcadores candidato para la diferenciación molecular entre nódulos displásicos y carcinomas hepatocelulares
2013,VALIDACIÓN DE GENES BIOMARCADORES DE RECURRENCIA EN PACIENTES MEXICANAS CON CÁNCER DE MAMA
2008,VALIDACIÓN DE HERRAMIENTAS DIAGNÓSTICAS DE LA COMPOSICIÓN CORPORAL CON IMPACTO EN LA SALUD REPRODUCTIVA Y PERINATAL
2013,VALIDACIÓN DE UN ENSAYO DE ACTIVIDAD BACTERICIDA EN SANGRE TOTAL CONTRA MYCOBACTERIUM TUBERCULOSIS EN SUJETOS CON DIABETES MELLITUS TIPO 2 Y DESCONTROL METABÓLICO
2011,Validación de un nuevo método para el diagnóstico temprano de la tricomonosis.
2013,"Validación de un panel biomarcador para el diagnóstico y pronóstico de sepsis, basado en la inmunofenotipificación de leucocitos circulantes humanos"
2003,Validación de una guía basada en signos y síntomas para la identificación y manejo de pacientes con faringoamigdalitis aguda por Streptococcus pyogenes
2008,VALIDACIÓN DE UNA PRUEBA DIAGNÓSTICA DE TUBERCULOSIS LATENTE BASADA EN LA PRODUCCIÓN DE INTERFERON GAMMA POR CÉLULAS T EN NIÑOS Y ADOLESCENTES EXPUESTOS A PACIENTES CON TUBERCULOSIS ACTIVA
2004,Validación en campo de una nueva versión de la vacuna contra la cisticercosis porcina: determinación de la relevancia de los factores de exposición y del hospedero en la eficiencia de vacunación
2011,VALOR DE LA PROLACTINA Y DE LAS VASOINHIBINAS COMO FACTORES PRONÓSTICOS Y TERAPEÚTICOS DE LA RETINOPATÍA DIABÉTICA
2006,VALOR DE LAS VASOINHIBINAS EN LA PREDICCIÓN Y PATOGÉNESIS DE LA PREECLAMPSIA
2008,"VALOR PREDICTIVO DE LA MORFOLOGÍA Y EL VOLUMEN PLACENTARIO EN EL PRIMER Y SEGUNDO TRIMESTRE DEL EMBARAZO, PARA EL DESARROLLO DE PREECLAMPSIA Y RESTRICCIÓN DEL CRECIMIENTO INTRAUTERINO (RCIU)."
2012,VALOR PRONÓSTICO DEL PATRÓN INFLAMATORIO DEL MICROAMBIENTE TUMORAL EN PACIENTES CON ADENOCARCINOMA PULMONAR EN ESTADIO II Y III CON RESECCIÓN QUIRÚRGICA
2004,VALOR PRONÓSTICO Y TERAPEÚTICO DE LA PROLACTINA EN LA RETINOPATÍA DIABÉTICA
2008,VALOR PRONÓSTICO Y TERAPEÚTICO DE LA PROLACTINA Y DE LAS VASOINHIBINAS EN LA RETINOPATÍA DIABÉTICA
2008,"VALORACIÓN DE LOS POLIMORFISMOS FUNCIÓNALES TNFA-308G>A, INFG (CA)N, IL10-1082A>G Y GRB-295A>G PARA EL ESTABLECIMIENTO DE UN PERFIL PREDICTOR Y DIAGNÓSTICO TEMPRANO DE RECHAZO AGUDO EN TRASPLANTE RENAL PEDIÁTRICO"
2005,VALORACION DE MARCADORES GENÉTICOS DE RIESGO POBLACIONAL PARA LA INSUFICIENCIA RENAL CRÓNICA
